IDD,CODE,ID,MH,NAME
713-3237773,7,13-3237773,1,ADVANTA MORTGAGE CORP. - NE   
71562209992,7,1562209992,1,MCGUIRE MORTGAGE COMPANY      
722-2435554,7,22-2435554,1,"PARKWAY MORTGAGE, INC.        "
722-2630964,7,22-2630964,1,CHAMPION MORTGAGE CO.         
723-2159309,7,23-2159309,1,ADVANTA MORTGAGE CORP. MID-ATL
723-2434974,7,23-2434974,1,ADVANTA MORTGAGE CORP.-MIDWEST
723-2532654,7,23-2532654,1,ADVANTA MORTGAGE CORP. USA    
723-2681022,7,23-2681022,1,RESOURCE ONE CONSUMER DISC CO 
723-2723382,7,23-2723382,1,"ADVANTA CONDUIT SERVICES, INC "
723-2772890,7,23-2772890,1,"RESIDENTIAL MONEY CENTERS, INC"
731-0890616,7,31-0890616,1,CITY LOAN FINANCIAL      SERVI
733-0729914,7,33-0729914,1,ROYAL MORTAGEBANC             
736-4013134,7,36-4013134,1,FIDELITY MORTGAGE DECISIONS   
738-3170942,7,38-3170942,1,PROFESSIONAL LOAN FUNDING     
74261210018,7,4261210018,1,CITIZENS MORTGAGE SERVICE CO. 
74864400009,7,4864400009,1,THE MONEY STORE               
75035300002,7,5035300002,1,FIRSTPLUS FINANCIAL INC.      
75058400002,7,5058400002,1,EMPIRE FUNDING CORP.          
75062100002,7,5062100002,1,FIRST FINANCIAL FUNDING GROUP 
751-0372905,7,51-0372905,1,COMMERCIAL CREDIT        OF AL
752-0278491,7,52-0278491,1,COMMERCIAL CREDIT        CORPO
752-0278514,7,52-0278514,1,COMMERCIAL CREDIT        CORPO
752-0278518,7,52-0278518,1,COMMERCIAL CREDIT        CORPO
752-0278529,7,52-0278529,1,"COMMERCIAL CREDIT        PLAN,"
752-0278530,7,52-0278530,1,COMMERCIAL CREDIT        CONSU
752-0278534,7,52-0278534,1,COMMERCIAL CREDIT        CONSU
752-0572791,7,52-0572791,1,"COMMERCIAL CREDIT PLAN,  INCOR"
752-0609364,7,52-0609364,1,COMMERCIAL CREDIT        PLAN 
752-0799008,7,52-0799008,1,"COMMERCIAL CREDIT LOANS, INC. "
752-0808447,7,52-0808447,1,"COMMERCIAL CREDIT PLAN,  INCOR"
752-1008409,7,52-1008409,1,COMMERCIAL CREDIT PLAN   INC. 
752-1264637,7,52-1264637,1,COMMERCIAL CREDIT        CORPO
752-1494782,7,52-1494782,1,"COMMERCIAL CREDIT LOANS, INC. "
752-1690525,7,52-1690525,1,COMMERCIAL CREDIT        CORPO
75221409993,7,5221409993,1,DIVERSIFIED MORTGAGE SERVICES 
75222409994,7,5222409994,1,FREEDOM MORTGAGE CORPORATION  
756-1241990,7,56-1241990,1,COMMERCIAL CREDIT        CORPO
756-1548939,7,56-1548939,1,CONSOLIDATED MTG & FIN SERVICE
759-3324910,7,59-3324910,1,EMERGENT MORTGAGE CORP        
761-0727921,7,61-0727921,1,COMMERCIAL CREDIT        INVES
76465609998,7,6465609998,1,AMERICAN CITY MORTGAGE CORP.  
76485609994,7,6485609994,1,WESTMARK MORTGAGE CORPORATION 
76487409995,7,6487409995,1,"QUALITY MORTGAGE USA, INC.    "
77023300002,7,7023300002,1,"SEACOAST EQUITIES, INC.       "
77042100008,7,7042100008,1,DOLLAR MORTGAGE CORPORATION   
77051800006,7,7051800006,1,INTERBANK FUNDING GROUP       
77053300004,7,7053300004,1,IMPERIAL CREDIT INDUSTRIES INC
77056700003,7,7056700003,1,"CALLIFORNIA LENDING GROUP, INC"
77059200001,7,7059200001,1,PREFERRED FINANCIAL FUNDING   
77062300004,7,7062300004,1,BUDGET FINANCE COMPANY        
77069000008,7,7069000008,1,DELTA FUNDING CORPORATION     
77075600006,7,7075600006,1,"NF INVESTMENTS, INC.          "
77084200004,7,7084200004,1,TRADITIONAL MORTGAGE CORP     
77086400004,7,7086400004,1,"AMERICAN BENEFIT MORTGAGE, INC"
77113200004,7,7113200004,1,ADCO FINANCIAL MORTGAGE SERVIC
77132500005,7,7132500005,1,TWENTY-FIRST CENTURY LENDING  
77152500000,7,7152500000,1,PLATINUM CAPITAL GROUP        
77162500008,7,7162500008,1,FIRST CONSUMERS MORTGAGE CORP.
77177900003,7,7177900003,1,CLEARVIEW ACCEPTANCE CORP.    
77185300006,7,7185300006,1,"ACCREDITED HOME LENDERS, INC. "
77213700003,7,7213700003,1,FIDELITY FUNDING MORTGAGE CORP
77261100005,7,7261100005,1,"UNICOR FUNDING, INC.          "
77269800002,7,7269800002,1,MORTGAGE FUNDING              
77280000004,7,7280000004,1,"POWER FUNDING GROUP, INC.     "
77354400002,7,7354400002,1,"ENCORE MORTGAGE SERVICES, INC."
77397300003,7,7397300003,1,RESIDENTIAL MORTGAGE CORP     
77434800003,7,7434800003,1,UNITED COMPANIES FINANCIAL COR
77464900009,7,7464900009,1,EMC MORTGAGE CORPORATION      
77466400007,7,7466400007,1,FIRST NATIONAL SECURITY CORP. 
77496500002,7,7496500002,1,CITYSCAPE CORPORATION         
775-2570083,7,75-2570083,1,NOVA MORTGAGE CREDIT CORP     
77511600000,7,7511600000,1,CONTIMORTGAGE CORPORATION     
77516500000,7,7516500000,1,PACIFIC SHORE FUNDING         
77568500004,7,7568500004,1,CUSTOM MORTGAGE INC.          
77576100006,7,7576100006,1,ACCEPTANCE MORTGAGE CORP.     
77607800005,7,7607800005,1,HEADLANDS MORTGAGE COMPANY    
77621700002,7,7621700002,1,WORLD WIDE FINANCIAL SERVICES 
77642300001,7,7642300001,1,LIBERTY FEDERAL SERVICE CORP. 
77650700000,7,7650700000,1,"SAXON MORTGAGE, INC.          "
77652800004,7,7652800004,1,NATION ONE MORTGAGE           
77662200007,7,7662200007,1,SOUND MORTGAGE CORPORATION    
77673400003,7,7673400003,1,INVESTAID CORPORATION         
77678600007,7,7678600007,1,IVY MORTGAGE CORP.            
77696200007,7,7696200007,1,"INDUSTRY MORTGAGE COMPANY, L P"
77699600007,7,7699600007,1,"FIRST MORTGAGE NETWORK, INC.  "
77743800006,7,7743800006,1,MASTERS FUNDING GROUP INC     
77750300000,7,7750300000,1,"FAIRWAY FINANCIAL CO., INC.   "
77751500009,7,7751500009,1,WALSH SECURITIES              
77756300009,7,7756300009,1,"AMERICAN EQUITY MORTGAGE, INC."
77756600001,7,7756600001,1,LONG BEACH MORTGAGE COMPANY   
77772900005,7,7772900005,1,MORTGAGE PLUS EQUITY & LOAN   
77786700007,7,7786700007,1,FEDERAL FINANCE CORPORATION   
77819200008,7,7819200008,1,WEST SHELL MORTGAGE COMPANY   
77840600009,7,7840600009,1,"BNC MORTGAGE, INC.            "
77862700009,7,7862700009,1,NEWPORT SHORES FINANCIAL      
77865800009,7,7865800009,1,"ONE STOP MORTGAGE, INC        "
77875200001,7,7875200001,1,FIRST GREENSBORO HOME EQUITY  
77892800004,7,7892800004,1,FIELDSTONE MORTGAGE COMPANY   
77893400007,7,7893400007,1,SOUTHERN PACIFIC FUNDING CORP.
77903500008,7,7903500008,1,IMPERIAL HOME LOANS           
788-0303373,7,88-0303373,1,AAMES HOME LOAN OF NEVADA     
795-2591924,7,95-2591924,1,AAMES HOME LOAN OF AMERICA    
795-2622032,7,95-2622032,1,AAMES FUNDING CORPORATION     
795-4362095,7,95-4362095,1,AAMES HOME LOAN               
795-4438859,7,95-4438859,1,AAMES CAPITAL CORPORATION     
795-4601683,7,95-4601683,1,AAMES CAPITAL CORPORATION OF M
10000001122,1,0000001122,2,CENTRAL NB                    
10000014569,1,0000014569,2,SOUTHTRUST BK OF AL NA        
163-0570060,1,63-0570060,2,SOUTH TRUST MOBILE SERVICES   
192-0145407,1,92-0145407,2,NORTHLAND CREDIT CORPORATION  
20000331647,2,0000331647,2,FIRST CHICAGO NBD             
20001035401,2,0001035401,2,CIT GROUP/SALES FINANCING DE  
30000007319,3,0000007319,2,ONBANK & TC                   
30000025726,3,0000025726,2,SIERRA THRIFT                 
30000033792,3,0000033792,2,ASSOCIATES INVESTMENT CORP    
40000007705,4,0000007705,2,"NORTHEAST BANK, F.S.B.        "
72294709990,7,2294709990,2,GREEN TREE FINANCIAL          
74856500006,7,4856500006,2,VANDERBILT MORTGAGE           
754-1779092,7,54-1779092,2,"DYNEX FINANCIAL, INC.         "
756-1977469,7,56-1977469,2,DEUTSCHE FINANCIAL CAPITAL    
76500200040,7,6500200040,2,"FORD CONSUMER FINANCE CO.,INC."
76502700005,7,6502700005,2,ACCESS FINANCIAL LENDING CORP 
77162800002,7,7162800002,2,TWENTY FIRST CENTURY MORTGAGE 
775-2585326,7,75-2585326,2,"COUNTRYPLACE MORTGAGE, LTD.   "
77506600003,7,7506600003,2,OAKWOOD ACCEPTANCE CORPORATION
788-0331093,7,88-0331093,2,BELGRAVIA FINANCIAL SERVICES  
,,,,
,,,,
